File2_4132,File3_0514,FALSE
File2_22670,File3_1211,FALSE
File2_18423,File3_1009,FALSE
File2_16669,File3_0875,FALSE
File2_16525,File3_0890,FALSE
File2_16544,File3_0893,FALSE
File2_16922,File3_0915,FALSE
File2_17039,File3_0920,FALSE
File2_17053,File3_0922,FALSE
File2_17089,File3_0949,FALSE
File2_19211,File3_1046,FALSE
File2_19213,File3_1052,FALSE
File2_19218,File3_1084,FALSE
File2_12528,File3_0793,FALSE
File2_12525,File3_0792,FALSE
File2_12524,File3_1106,FALSE
File2_12521,File3_0879,FALSE
File2_18857,File3_0761,FALSE
File2_18855,File3_1046,FALSE
File2_16561,File3_0901,FALSE
File2_16274,File3_0902,FALSE
File2_16356,File3_0878,FALSE
File2_16357,File3_0879,FALSE
File2_16143,File3_0873,FALSE
File2_15831,File3_0871,FALSE
File2_15685,File3_0865,FALSE
File2_16030,File3_0862,FALSE
File2_16070,File3_0860,FALSE
File2_16039,File3_0858,FALSE
File2_12421,File3_0685,FALSE
File2_12398,File3_0690,FALSE
File2_20937,File3_1110,FALSE
File2_21841,File3_1129,FALSE
File2_21845,File3_1130,FALSE
File2_22664,File3_1199,FALSE
File2_22671,File3_1381,FALSE
File2_22675,File3_1523,FALSE
File2_10492,File3_0511,FALSE
File2_11803,File3_0593,FALSE
File2_13380,File3_0706,FALSE
File2_10446,File3_0505,TRUE
File2_10552,File3_0559,TRUE
File2_11525,File3_0522,TRUE
File2_10907,File3_0513,TRUE
File2_22947,File3_1202,TRUE
File2_22940,File3_1220,TRUE
File2_14892,File3_0778,TRUE
File2_15286,File3_0810,TRUE
File2_15841,File3_0818,TRUE
File2_16229,File3_0885,TRUE
File2_16376,File3_0897,TRUE
File2_16377,File3_0897,TRUE
File2_16772,File3_0916,TRUE
File2_17040,File3_0923,TRUE
File2_16595,File3_0924,TRUE
File2_19210,File3_1045,TRUE
File2_15830,File3_0871,TRUE
File2_10922,File3_0516,TRUE
File2_11144,File3_0519,TRUE
File2_10675,File3_0509,TRUE
File2_10508,File3_0555,TRUE
File2_10518,File3_0560,TRUE
File2_23067,File3_1201,TRUE
File2_22897,File3_1218,TRUE
File2_22199,File3_1210,TRUE
File2_22150,File3_1208,TRUE
File2_21320,File3_1113,TRUE
File2_15117,File3_0802,TRUE
File2_16277,File3_0876,TRUE
File2_22300,File3_1190,TRUE
File2_22300,File3_1207,TRUE
File2_11309,File3_0520,TRUE
File2_9567,File3_0524,TRUE
File2_11150,File3_0512,TRUE
File2_10534,File3_0561,TRUE
File2_11509,File3_0523,TRUE
File2_10613,File3_0556,TRUE
File2_10352,File3_0506,1 
File2_10381,File3_0507,TRUE
File2_15962,File3_0831,TRUE
File2_11035,File3_0515,FALSE
File2_22940,File3_1219,FALSE
