File1_3875,File2_0012,TRUE
File1_3878,File2_0063,TRUE
File1_3879,File2_0086,TRUE
File1_3880,File2_0088,TRUE
File1_3881,File2_0097,TRUE
File1_3882,File2_0101,TRUE
File1_3884,File2_0105,TRUE
File1_3885,File2_0110,TRUE
File1_3886,File2_0128,TRUE
File1_3888,File2_0142,TRUE
File1_3892,File2_0195,TRUE
File1_3893,File2_0197,TRUE
File1_3894,File2_0218,FALSE
File1_3894,File2_0219,FALSE
File1_3894,File2_0220,FALSE
File1_3894,File2_0221,FALSE
File1_3894,File2_0222,TRUE
File1_3895,File2_0226,FALSE
File1_3895,File2_0227,FALSE
File1_3895,File2_0228,FALSE
File1_3895,File2_0229,TRUE
File1_3895,File2_0230,FALSE
File1_3896,File2_0243,TRUE
File1_3897,File2_0280,TRUE
File1_3898,File2_0298,TRUE
File1_3900,File2_0356,TRUE
File1_3901,File2_0357,TRUE
File1_3902,File2_0366,TRUE
File1_3903,File2_0381,FALSE
File1_3903,File2_0382,FALSE
File1_3905,File2_0383,TRUE
File1_3908,File2_0391,TRUE
File1_3909,File2_0393,FALSE
File1_3909,File2_0394,TRUE
File1_3910,File2_0397,TRUE
File1_3910,File2_0398,FALSE
File1_3914,File2_0459,TRUE
File1_3914,File2_0460,FALSE
File1_3914,File2_0461,FALSE
File1_3914,File2_0462,FALSE
File1_3915,File2_0467,TRUE
File1_3915,File2_0468,FALSE
File1_3915,File2_0469,FALSE
File1_3919,File2_0495,TRUE
File1_3920,File2_0506,TRUE
File1_3925,File2_0530,TRUE
File1_3927,File2_0539,TRUE
File1_3928,File2_0543,TRUE
File1_3929,File2_0570,TRUE
File1_3930,File2_0572,TRUE
File1_3930,File2_0573,FALSE
File1_3933,File2_0583,TRUE
File1_3933,File2_0584,FALSE
File1_3933,File2_0585,FALSE
File1_3936,File2_0613,TRUE
File1_3937,File2_0620,TRUE
File1_3937,File2_0621,FALSE
File1_3939,File2_0648,TRUE
File1_3941,File2_0662,TRUE
File1_3941,File2_0663,FALSE
File1_3942,File2_0670,TRUE
File1_3944,File2_0714,TRUE
File1_3945,File2_0715,TRUE
File1_3946,File2_0716,TRUE
File1_3948,File2_0725,TRUE
File1_3949,File2_0726,TRUE
File1_3950,File2_0740,TRUE
File1_3950,File2_0741,FALSE
File1_3951,File2_0744,TRUE
File1_3973,File2_0912,TRUE
File1_3973,File2_0913,FALSE
File1_3973,File2_0914,FALSE
File1_3973,File2_0915,FALSE
File1_3973,File2_0916,FALSE
File1_3973,File2_0917,FALSE
File1_4021,File2_1398,TRUE
File1_4021,File2_1399,FALSE
File1_4021,File2_1400,FALSE
File1_4042,File2_1607,TRUE
File1_4042,File2_1608,FALSE
File1_4042,File2_1609,FALSE
File1_5025,File2_15614,TRUE
File1_5026,File2_15651,TRUE
File1_5033,File2_15707,TRUE
File1_5034,File2_15713,TRUE
File1_5039,File2_15747,TRUE
File1_5140,File2_16471,TRUE
File1_5145,File2_16506,TRUE
File1_5158,File2_16579,TRUE
File1_5264,File2_17477,TRUE
File1_5268,File2_17495,TRUE
File1_5270,File2_17499,TRUE
File1_5735,File2_21558,TRUE
File1_5749,File2_21706,TRUE
File1_5754,File2_21727,TRUE
File1_5755,File2_21731,TRUE
File1_5766,File2_21834,TRUE
File1_4900,File2_13843,FALSE
File1_4914,File2_14006,FALSE
File1_4959,File2_14596,FALSE
File1_4978,File2_14861,FALSE
File1_4997,File2_15125,FALSE
File1_5021,File2_15580,FALSE
File1_5070,File2_15983,FALSE
File1_5086,File2_16104,FALSE
File1_5122,File2_16358,FALSE
File1_5196,File2_16855,FALSE
File1_5247,File2_17269,FALSE
File1_5281,File2_17557,FALSE
File1_5339,File2_18051,FALSE
File1_5370,File2_18333,FALSE
File1_5393,File2_18553,FALSE
File1_5404,File2_18621,FALSE
File1_5412,File2_18719,FALSE
File1_5420,File2_18779,FALSE
File1_5423,File2_18798,FALSE
File1_5478,File2_19140,FALSE
File1_5560,File2_19821,FALSE
File1_5689,File2_21158,FALSE
File1_5698,File2_21225,FALSE
File1_4758,File2_11292,FALSE
File1_4812,File2_12189,FALSE
File1_4900,File2_13841,FALSE
File1_4924,File2_14128,FALSE
File1_5041,File2_15775,FALSE
File1_5064,File2_15952,FALSE
File1_5111,File2_16279,FALSE
File1_5165,File2_16637,FALSE
File1_5213,File2_16996,FALSE
File1_5222,File2_17040,FALSE
File1_5232,File2_17058,FALSE
File1_5311,File2_17800,FALSE
File1_5544,File2_19662,FALSE
File1_5659,File2_20947,FALSE
File1_5666,File2_20999,FALSE
File1_5692,File2_21185,FALSE
File1_5881,File2_22896,FALSE
File1_4877,File2_13474,TRUE
File1_1212,File2_14034,TRUE
File1_4195,File2_15441,TRUE
File1_4217,File2_16103,TRUE
File1_0024,File2_16142,TRUE
File1_0107,File2_16498,TRUE
File1_5432,File2_18854,TRUE
File1_4300,File2_19769,TRUE
File1_5266,File2_19802,TRUE
File1_0784,File2_20087,TRUE
File1_5278,File2_20721,TRUE
File1_3058,File2_21388,TRUE
File1_5705,File2_21283,TRUE
File1_4748,File2_11057,TRUE
File1_4693,File2_10369,FALSE
File1_4699,File2_10439,FALSE
File1_4712,File2_10534,FALSE
File1_4718,File2_10583,FALSE
File1_4726,File2_10675,FALSE
File1_4761,File2_11319,FALSE
File1_5175,File2_16678,FALSE
File1_5204,File2_16920,FALSE
File1_5440,File2_18883,FALSE
File1_5455,File2_19015,FALSE
