File1_3875,File2_0012,TRUE
File1_3878,File2_0063,TRUE
File1_3879,File2_0086,TRUE
File1_3880,File2_0088,TRUE
File1_3881,File2_0097,TRUE
File1_3882,File2_0101,TRUE
File1_3884,File2_0105,TRUE
File1_3885,File2_0110,TRUE
File1_3886,File2_0128,TRUE
File1_3888,File2_0142,TRUE
File1_3892,File2_0195,TRUE
File1_3893,File2_0197,TRUE
File1_3894,File2_0218,FALSE
File1_3894,File2_0219,FALSE
File1_3894,File2_0220,FALSE
File1_3894,File2_0221,FALSE
File1_3894,File2_0222,TRUE
File1_3895,File2_0226,FALSE
File1_3895,File2_0227,FALSE
File1_3895,File2_0228,FALSE
File1_3895,File2_0229,TRUE
File1_3895,File2_0230,FALSE
File1_3896,File2_0243,TRUE
File1_3897,File2_0280,TRUE
File1_3898,File2_0298,TRUE
File1_3900,File2_0356,TRUE
File1_3901,File2_0357,TRUE
File1_3902,File2_0366,TRUE
File1_3903,File2_0381,FALSE
File1_3903,File2_0382,FALSE
File1_3905,File2_0383,TRUE
File1_3908,File2_0391,TRUE
File1_3909,File2_0393,FALSE
File1_3909,File2_0394,TRUE
File1_3910,File2_0397,TRUE
File1_3910,File2_0398,FALSE
File1_3914,File2_0459,TRUE
File1_3914,File2_0460,FALSE
File1_3914,File2_0461,FALSE
File1_3914,File2_0462,FALSE
File1_3915,File2_0467,TRUE
File1_3915,File2_0468,FALSE
File1_3915,File2_0469,FALSE
File1_3919,File2_0495,TRUE
File1_3920,File2_0506,TRUE
File1_3925,File2_0530,TRUE
File1_3927,File2_0539,TRUE
File1_3928,File2_0543,TRUE
File1_3929,File2_0570,TRUE
File1_3930,File2_0572,TRUE
File1_3930,File2_0573,FALSE
File1_3933,File2_0583,TRUE
File1_3933,File2_0584,FALSE
File1_3933,File2_0585,FALSE
File1_3936,File2_0613,TRUE
File1_3937,File2_0620,TRUE
File1_3937,File2_0621,FALSE
File1_3939,File2_0648,TRUE
File1_3941,File2_0662,TRUE
File1_3941,File2_0663,FALSE
File1_3942,File2_0670,TRUE
File1_3944,File2_0714,TRUE
File1_3945,File2_0715,TRUE
File1_3946,File2_0716,TRUE
File1_3948,File2_0725,TRUE
File1_3949,File2_0726,TRUE
File1_3950,File2_0740,TRUE
File1_3950,File2_0741,FALSE
File1_3951,File2_0744,TRUE
File1_3973,File2_0912,TRUE
File1_3973,File2_0913,FALSE
File1_3973,File2_0914,FALSE
File1_3973,File2_0915,FALSE
File1_3973,File2_0916,FALSE
File1_3973,File2_0917,FALSE
File1_4021,File2_1398,TRUE
File1_4021,File2_1399,FALSE
File1_4021,File2_1400,FALSE
File1_4042,File2_1607,TRUE
File1_4042,File2_1608,FALSE
File1_4042,File2_1609,FALSE
